date,platform,order_id,sku,product,qty,price,discount,marketplace_fee,packing_cost,ad_cost_allocated,hpp,gross_revenue,net_revenue,net_profit,net_margin,order_status
2026-06-04,Tokopedia,ORD-2572,OCN-50,Ocean Blue 50ml,1,119000,12262,7141,1500,11987,38000,119000,99597,48110,0.4042857142857143,completed
2026-06-04,Tokopedia,ORD-2573,OCN-30,Ocean Blue 30ml,2,79000,17933,10743,2400,19131,25500,158000,129324,56793,0.3594493670886076,completed
2026-06-04,Shopee,ORD-2574,OCN-30,Ocean Blue 30ml,2,79000,5336,13708,3000,15792,25500,158000,138956,69164,0.437746835443038,completed
2026-06-04,Tokopedia,ORD-2575,RGE-35,Rouge 540 35ml,1,99000,6701,7515,2000,6638,32000,99000,84784,44146,0.44591919191919194,completed
2026-06-04,Shopee,ORD-2576,SAV-50,Sauvage Night 50ml,1,129000,5200,8565,1200,11454,42000,129000,115235,60581,0.4696201550387597,completed
2026-06-04,Shopee,ORD-2577,OCN-30,Ocean Blue 30ml,1,79000,4798,5791,1500,8634,25500,79000,68411,32777,0.4148987341772152,completed
2026-06-04,Tokopedia,ORD-2578,MSK-30,Musk White 30ml,2,85000,12170,11913,4000,7950,28000,170000,145917,77967,0.4586294117647059,completed
2026-06-04,TikTok Shop,ORD-2579,MSK-30,Musk White 30ml,1,85000,2811,5591,1500,3992,28000,85000,76598,43106,0.5071294117647058,completed
2026-06-04,Shopee,ORD-2580,RGE-35,Rouge 540 35ml,2,99000,11503,13918,3000,24240,32000,198000,172579,81339,0.4108030303030303,completed
2026-06-05,TikTok Shop,ORD-2581,VNL-30,Vanilla Sweet 30ml,1,75000,7767,4715,1500,9311,24500,75000,62518,27207,0.36276,completed
2026-06-05,Shopee,ORD-2582,OCN-50,Ocean Blue 50ml,1,119000,12441,10724,1200,8271,38000,119000,95835,48364,0.4064201680672269,completed
2026-06-05,Tokopedia,ORD-2583,RGE-35,Rouge 540 35ml,1,99000,10612,8300,1500,11758,32000,99000,80088,34830,0.3518181818181818,completed
2026-06-05,Tokopedia,ORD-2584,OCN-30,Ocean Blue 30ml,1,79000,4655,5394,1500,8385,25500,79000,68951,33566,0.4248860759493671,completed
2026-06-05,Tokopedia,ORD-2585,OCN-30,Ocean Blue 30ml,2,79000,15104,9354,4000,8230,25500,158000,133542,70312,0.4450126582278481,completed
2026-06-05,Shopee,ORD-2586,MSK-30,Musk White 30ml,1,85000,7842,7522,2000,6257,28000,85000,69636,33379,0.3926941176470588,completed
2026-06-05,Shopee,ORD-2587,RGE-35,Rouge 540 35ml,1,99000,9692,8583,2000,4647,32000,99000,80725,42078,0.42503030303030304,completed
2026-06-05,Shopee,ORD-2588,RGE-35,Rouge 540 35ml,2,99000,13134,15155,4000,11532,32000,198000,169711,90179,0.45544949494949494,completed
2026-06-05,Shopee,ORD-2589,RGE-35,Rouge 540 35ml,2,99000,21591,17220,4000,25320,32000,198000,159189,65869,0.3326717171717172,completed
2026-06-05,Shopee,ORD-2590,VNL-30,Vanilla Sweet 30ml,1,75000,3870,5126,1500,7880,24500,75000,66004,32124,0.42832,completed
2026-06-05,Shopee,ORD-2591,OCN-30,Ocean Blue 30ml,1,79000,4932,5120,2000,5883,25500,79000,68948,35565,0.45018987341772154,completed
2026-06-05,Shopee,ORD-2592,RGE-35,Rouge 540 35ml,1,99000,3698,7548,1200,6837,32000,99000,87754,47717,0.48198989898989897,completed
2026-06-05,Tokopedia,ORD-2593,OCN-30,Ocean Blue 30ml,1,79000,4053,4896,2000,8052,25500,79000,70051,34499,0.4366962025316456,completed
2026-06-05,Shopee,ORD-2594,SAV-50,Sauvage Night 50ml,1,129000,5767,9065,1200,12718,42000,129000,114168,58250,0.45155038759689925,completed
2026-06-05,Tokopedia,ORD-2595,SAV-50,Sauvage Night 50ml,1,129000,4989,7784,1500,6986,42000,129000,116227,65741,0.5096201550387597,completed
2026-06-05,TikTok Shop,ORD-2596,MSK-30,Musk White 30ml,1,85000,10161,8014,1500,3469,28000,85000,66825,33856,0.3983058823529412,completed
2026-06-05,TikTok Shop,ORD-2597,OCN-50,Ocean Blue 50ml,1,119000,12380,9371,1200,10493,38000,119000,97249,47556,0.39963025210084036,completed
2026-06-05,Shopee,ORD-2598,RGE-35,Rouge 540 35ml,1,99000,11231,8653,2000,12765,32000,99000,79116,32351,0.3267777777777778,completed
2026-06-05,Tokopedia,ORD-2599,RGE-35,Rouge 540 35ml,2,99000,8102,18480,4000,10844,32000,198000,171418,92574,0.46754545454545454,completed
2026-06-05,Shopee,ORD-2600,OCN-50,Ocean Blue 50ml,2,119000,26731,14301,3000,8697,38000,238000,196968,109271,0.4591218487394958,completed
2026-06-05,TikTok Shop,ORD-2601,SAV-50,Sauvage Night 50ml,1,129000,4293,9864,2000,7097,42000,129000,114843,63746,0.4941550387596899,completed
2026-06-05,Shopee,ORD-2602,VNL-30,Vanilla Sweet 30ml,2,75000,17210,13439,4000,6086,24500,150000,119351,60265,0.40176666666666666,completed
2026-06-05,Shopee,ORD-2603,VNL-30,Vanilla Sweet 30ml,2,75000,8507,9339,3000,6878,24500,150000,132154,73276,0.48850666666666664,completed
2026-06-05,Shopee,ORD-2604,OCN-30,Ocean Blue 30ml,1,79000,2887,4726,2000,4099,25500,79000,71387,39788,0.5036455696202532,completed
2026-06-05,TikTok Shop,ORD-2605,MSK-30,Musk White 30ml,1,85000,9637,6183,1500,3471,28000,85000,69180,36209,0.42598823529411767,shipped
2026-06-05,Tokopedia,ORD-2606,RGE-35,Rouge 540 35ml,1,99000,10459,5683,2000,10217,32000,99000,82858,38641,0.39031313131313133,completed
2026-06-05,Tokopedia,ORD-2607,OCN-30,Ocean Blue 30ml,1,79000,2678,6783,1500,3673,25500,79000,69539,38866,0.4919746835443038,completed
2026-06-05,Tokopedia,ORD-2608,SAV-50,Sauvage Night 50ml,1,129000,13259,9527,2000,7577,42000,129000,106214,54637,0.4235426356589147,completed
2026-06-05,Tokopedia,ORD-2609,SAV-50,Sauvage Night 50ml,1,129000,6650,8576,1500,11325,42000,129000,113774,58949,0.45696899224806203,completed
2026-06-05,TikTok Shop,ORD-2610,RGE-35,Rouge 540 35ml,2,99000,17731,18548,4000,9451,32000,198000,161721,84270,0.4256060606060606,completed
2026-06-05,Shopee,ORD-2611,SAV-50,Sauvage Night 50ml,2,129000,14914,15912,4000,26808,42000,258000,227174,112366,0.4355271317829457,completed
2026-06-05,Shopee,ORD-2612,VNL-30,Vanilla Sweet 30ml,1,75000,6085,4506,1500,5519,24500,75000,64409,32890,0.43853333333333333,completed
2026-06-05,Shopee,ORD-2613,MSK-30,Musk White 30ml,3,85000,9972,21892,3600,23311,28000,255000,223136,112225,0.4400980392156863,completed
2026-06-05,Tokopedia,ORD-2614,RGE-35,Rouge 540 35ml,2,99000,10102,12167,4000,10209,32000,198000,175731,97522,0.49253535353535355,completed
2026-06-05,Shopee,ORD-2615,SAV-50,Sauvage Night 50ml,1,129000,14507,9165,1200,10147,42000,129000,105328,51981,0.40295348837209305,completed
2026-06-05,TikTok Shop,ORD-2616,VNL-30,Vanilla Sweet 30ml,2,75000,9981,10189,3000,11346,24500,150000,129830,66484,0.44322666666666666,completed
2026-06-05,Shopee,ORD-2617,RGE-35,Rouge 540 35ml,1,99000,3605,7067,1500,4151,32000,99000,88328,50677,0.5118888888888888,completed
2026-06-05,Shopee,ORD-2618,RGE-35,Rouge 540 35ml,1,99000,5713,5974,2000,4538,32000,99000,87313,48775,0.49267676767676766,completed
2026-06-05,Tokopedia,ORD-2619,OCN-30,Ocean Blue 30ml,1,79000,7778,6304,1200,3669,25500,79000,64918,34549,0.4373291139240506,completed
2026-06-05,Shopee,ORD-2620,VNL-30,Vanilla Sweet 30ml,1,75000,2497,6473,1200,2790,24500,75000,66030,37540,0.5005333333333334,completed
2026-06-05,Shopee,ORD-2621,OCN-30,Ocean Blue 30ml,2,79000,10104,11274,4000,12051,25500,158000,136622,69571,0.4403227848101266,completed
2026-06-05,Shopee,ORD-2622,MSK-30,Musk White 30ml,1,85000,6006,5034,1200,6057,28000,85000,73960,38703,0.45532941176470587,completed
2026-06-05,TikTok Shop,ORD-2623,RGE-35,Rouge 540 35ml,3,99000,19717,18710,3600,28246,32000,297000,258573,130727,0.44015824915824914,completed
2026-06-05,Shopee,ORD-2624,MSK-30,Musk White 30ml,1,85000,5187,6634,1500,8715,28000,85000,73179,34964,0.4113411764705882,shipped
2026-06-05,Shopee,ORD-2625,SAV-50,Sauvage Night 50ml,2,129000,19715,19217,2400,30460,42000,258000,219068,102208,0.39615503875968994,completed
2026-06-05,TikTok Shop,ORD-2626,VNL-30,Vanilla Sweet 30ml,1,75000,5780,6424,1500,5755,24500,75000,62796,31041,0.41388,completed
2026-06-05,Shopee,ORD-2627,RGE-35,Rouge 540 35ml,1,99000,4467,7167,2000,10615,32000,99000,87366,42751,0.43182828282828284,completed
2026-06-05,Tokopedia,ORD-2628,OCN-30,Ocean Blue 30ml,2,79000,9235,11848,3000,9892,25500,158000,136917,73025,0.4621835443037975,completed
2026-06-05,Tokopedia,ORD-2629,VNL-30,Vanilla Sweet 30ml,1,75000,8763,5045,1500,6836,24500,75000,61192,28356,0.37808,completed
2026-06-05,Shopee,ORD-2630,OCN-30,Ocean Blue 30ml,1,79000,3995,5795,2000,8528,25500,79000,69210,33182,0.4200253164556962,completed
2026-06-05,Shopee,ORD-2631,VNL-30,Vanilla Sweet 30ml,1,75000,8113,6456,1200,8820,24500,75000,60431,25911,0.34548,completed
2026-06-05,TikTok Shop,ORD-2632,MSK-30,Musk White 30ml,1,85000,4285,6050,1500,4492,28000,85000,74665,40673,0.47850588235294117,completed
2026-06-05,Shopee,ORD-2633,OCN-30,Ocean Blue 30ml,2,79000,16241,14041,2400,15671,25500,158000,127718,58647,0.37118354430379746,completed
2026-06-05,Shopee,ORD-2634,OCN-50,Ocean Blue 50ml,1,119000,11951,8188,2000,3879,38000,119000,98861,54982,0.46203361344537813,completed
2026-06-05,Tokopedia,ORD-2635,OCN-30,Ocean Blue 30ml,2,79000,7945,11126,2400,18022,25500,158000,138929,67507,0.42725949367088606,completed
2026-06-05,Shopee,ORD-2636,MSK-30,Musk White 30ml,1,85000,9563,5692,2000,5266,28000,85000,69745,34479,0.40563529411764704,completed
2026-06-05,Shopee,ORD-2637,OCN-30,Ocean Blue 30ml,2,79000,10458,14113,4000,11936,25500,158000,133429,66493,0.4208417721518987,completed
2026-06-05,Shopee,ORD-2638,MSK-30,Musk White 30ml,1,85000,2823,6916,2000,6366,28000,85000,75261,38895,0.45758823529411763,completed
2026-06-05,Shopee,ORD-2639,SAV-50,Sauvage Night 50ml,2,129000,21904,19284,4000,25534,42000,258000,216812,103278,0.40030232558139534,completed
2026-06-05,Shopee,ORD-2640,OCN-50,Ocean Blue 50ml,1,119000,8694,10999,1200,9979,38000,119000,99307,50128,0.4212436974789916,completed
2026-06-05,TikTok Shop,ORD-2641,MSK-30,Musk White 30ml,1,85000,8792,5416,2000,9935,28000,85000,70792,30857,0.3630235294117647,completed
2026-06-05,Tokopedia,ORD-2642,MSK-30,Musk White 30ml,1,85000,5262,5922,1500,3451,28000,85000,73816,40865,0.4807647058823529,completed
2026-06-05,Shopee,ORD-2643,SAV-50,Sauvage Night 50ml,2,129000,14304,16563,3000,9273,42000,258000,227133,130860,0.5072093023255814,completed
2026-06-05,Shopee,ORD-2644,RGE-35,Rouge 540 35ml,1,99000,11634,8009,2000,6712,32000,99000,79357,38645,0.39035353535353534,completed
2026-06-05,Shopee,ORD-2645,OCN-30,Ocean Blue 30ml,1,79000,4192,6832,1200,8679,25500,79000,67976,32597,0.41262025316455697,completed
2026-06-05,Tokopedia,ORD-2646,MSK-30,Musk White 30ml,1,85000,5851,7340,1500,9924,28000,85000,71809,32385,0.381,completed
2026-06-05,Shopee,ORD-2647,RGE-35,Rouge 540 35ml,2,99000,21924,14807,3000,18368,32000,198000,161269,75901,0.3833383838383838,completed
2026-06-05,TikTok Shop,ORD-2648,OCN-30,Ocean Blue 30ml,1,79000,3602,4966,2000,7919,25500,79000,70432,35013,0.4432025316455696,completed
2026-06-05,Tokopedia,ORD-2649,RGE-35,Rouge 540 35ml,1,99000,4242,8121,1500,8971,32000,99000,86637,44166,0.44612121212121214,shipped
2026-06-05,TikTok Shop,ORD-2650,RGE-35,Rouge 540 35ml,1,99000,10543,8205,1200,5327,32000,99000,80252,41725,0.4214646464646465,completed
2026-06-05,Shopee,ORD-2651,SAV-50,Sauvage Night 50ml,1,129000,9285,10189,1500,5389,42000,129000,109526,60637,0.4700542635658915,completed
2026-06-05,Tokopedia,ORD-2652,MSK-30,Musk White 30ml,1,85000,3024,7362,1200,7095,28000,85000,74614,38319,0.45081176470588236,shipped
2026-06-05,Tokopedia,ORD-2653,SAV-50,Sauvage Night 50ml,2,129000,21753,15916,4000,17052,42000,258000,220331,115279,0.44681782945736437,completed
2026-06-05,Shopee,ORD-2654,MSK-30,Musk White 30ml,1,85000,5104,7253,2000,4641,28000,85000,72643,38002,0.4470823529411765,completed
2026-06-05,TikTok Shop,ORD-2655,RGE-35,Rouge 540 35ml,1,99000,10531,8980,1200,9300,32000,99000,79489,36989,0.37362626262626264,completed
2026-06-05,Shopee,ORD-2656,VNL-30,Vanilla Sweet 30ml,1,75000,6729,5197,1500,7596,24500,75000,63074,29478,0.39304,completed
2026-06-05,Tokopedia,ORD-2657,MSK-30,Musk White 30ml,1,85000,8854,6139,2000,5927,28000,85000,70007,34080,0.40094117647058825,completed
2026-06-05,Shopee,ORD-2658,OCN-30,Ocean Blue 30ml,1,79000,4220,6231,1200,3383,25500,79000,68549,38466,0.4869113924050633,completed
2026-06-05,TikTok Shop,ORD-2659,RGE-35,Rouge 540 35ml,2,99000,19265,11210,2400,10325,32000,198000,167525,90800,0.4585858585858586,returned
2026-06-05,Shopee,ORD-2660,OCN-30,Ocean Blue 30ml,2,79000,13826,10718,3000,8546,25500,158000,133456,70910,0.4487974683544304,completed
2026-06-05,Shopee,ORD-2661,OCN-30,Ocean Blue 30ml,1,79000,5541,4604,1200,7227,25500,79000,68855,34928,0.442126582278481,completed
2026-06-05,TikTok Shop,ORD-2662,OCN-30,Ocean Blue 30ml,1,79000,5312,7129,2000,9925,25500,79000,66559,29134,0.36878481012658226,completed
2026-06-05,Shopee,ORD-2663,OCN-50,Ocean Blue 50ml,1,119000,6867,8932,1500,10536,38000,119000,103201,53165,0.44676470588235295,completed
2026-06-05,Shopee,ORD-2664,OCN-30,Ocean Blue 30ml,2,79000,15534,14144,3000,11453,25500,158000,128322,62869,0.3979050632911392,completed
2026-06-05,Tokopedia,ORD-2665,OCN-30,Ocean Blue 30ml,1,79000,3076,7403,1500,8583,25500,79000,68521,32938,0.4169367088607595,completed
2026-06-05,Shopee,ORD-2666,SAV-50,Sauvage Night 50ml,1,129000,4321,11919,1200,5309,42000,129000,112760,64251,0.4980697674418605,completed
2026-06-05,Shopee,ORD-2667,RGE-35,Rouge 540 35ml,1,99000,5760,6924,1200,10588,32000,99000,86316,42528,0.42957575757575756,completed
2026-06-05,Tokopedia,ORD-2668,OCN-30,Ocean Blue 30ml,2,79000,18924,13397,4000,13746,25500,158000,125679,56933,0.36033544303797466,completed
2026-06-05,Shopee,ORD-2669,SAV-50,Sauvage Night 50ml,1,129000,9479,11575,1500,9660,42000,129000,107946,54786,0.4246976744186047,completed
2026-06-05,TikTok Shop,ORD-2670,SAV-50,Sauvage Night 50ml,1,129000,6477,9821,1500,15454,42000,129000,112702,53748,0.4166511627906977,completed
2026-06-05,Tokopedia,ORD-2671,OCN-30,Ocean Blue 30ml,1,79000,9079,6610,1500,2526,25500,79000,63311,33785,0.42765822784810126,shipped
2026-06-05,Shopee,ORD-2672,OCN-30,Ocean Blue 30ml,2,79000,11841,8999,4000,10368,25500,158000,137160,71792,0.454379746835443,completed
2026-06-05,Shopee,ORD-2673,OCN-50,Ocean Blue 50ml,1,119000,4004,10241,1200,6085,38000,119000,104755,59470,0.4997478991596639,completed
2026-06-05,TikTok Shop,ORD-2674,RGE-35,Rouge 540 35ml,1,99000,10392,8153,1500,5760,32000,99000,80455,41195,0.4161111111111111,completed
2026-06-05,Tokopedia,ORD-2675,VNL-30,Vanilla Sweet 30ml,1,75000,4174,6240,2000,5975,24500,75000,64586,32111,0.4281466666666667,completed
2026-06-05,TikTok Shop,ORD-2676,OCN-30,Ocean Blue 30ml,1,79000,9350,5207,2000,7380,25500,79000,64443,29563,0.37421518987341773,completed
2026-06-05,Tokopedia,ORD-2677,VNL-30,Vanilla Sweet 30ml,1,75000,3702,5559,1500,5474,24500,75000,65739,34265,0.45686666666666664,shipped
2026-06-05,Shopee,ORD-2678,RGE-35,Rouge 540 35ml,1,99000,5771,9143,2000,4114,32000,99000,84086,45972,0.46436363636363637,completed
2026-06-05,Shopee,ORD-2679,RGE-35,Rouge 540 35ml,1,99000,7212,5894,1500,3295,32000,99000,85894,49099,0.495949494949495,completed
2026-06-05,TikTok Shop,ORD-2680,SAV-50,Sauvage Night 50ml,2,129000,18582,15643,3000,28209,42000,258000,223775,108566,0.4207984496124031,completed
2026-06-05,Tokopedia,ORD-2681,SAV-50,Sauvage Night 50ml,1,129000,5781,9140,2000,8784,42000,129000,114079,61295,0.4751550387596899,completed
2026-06-05,TikTok Shop,ORD-2682,OCN-50,Ocean Blue 50ml,1,119000,14142,7223,1500,11280,38000,119000,97635,46855,0.39373949579831935,completed
2026-06-05,Shopee,ORD-2683,OCN-30,Ocean Blue 30ml,1,79000,4305,4711,1500,6352,25500,79000,69984,36632,0.46369620253164556,returned
2026-06-05,TikTok Shop,ORD-2684,RGE-35,Rouge 540 35ml,1,99000,9041,9381,1200,10314,32000,99000,80578,37064,0.3743838383838384,completed
2026-06-05,Shopee,ORD-2685,MSK-30,Musk White 30ml,1,85000,4854,7403,1200,7614,28000,85000,72743,35929,0.42269411764705883,completed
2026-06-05,TikTok Shop,ORD-2686,OCN-50,Ocean Blue 50ml,2,119000,23224,13833,4000,27622,38000,238000,200943,93321,0.39210504201680674,completed
2026-06-05,Tokopedia,ORD-2687,MSK-30,Musk White 30ml,1,85000,2836,6722,1200,8166,28000,85000,75442,38076,0.4479529411764706,completed
2026-06-05,Shopee,ORD-2688,RGE-35,Rouge 540 35ml,2,99000,6607,15559,2400,8902,32000,198000,175834,100532,0.5077373737373737,completed
2026-06-05,Shopee,ORD-2689,OCN-30,Ocean Blue 30ml,2,79000,15063,8878,4000,9530,25500,158000,134059,69529,0.44005696202531647,completed
2026-06-05,TikTok Shop,ORD-2690,OCN-30,Ocean Blue 30ml,1,79000,4916,4811,2000,7987,25500,79000,69273,33786,0.4276708860759494,completed
2026-06-05,TikTok Shop,ORD-2691,VNL-30,Vanilla Sweet 30ml,3,75000,16228,18424,3600,15742,24500,225000,190348,97506,0.43336,completed
2026-06-05,Shopee,ORD-2692,SAV-50,Sauvage Night 50ml,1,129000,9215,10853,1500,7362,42000,129000,108932,58070,0.45015503875968993,completed
2026-06-05,TikTok Shop,ORD-2693,RGE-35,Rouge 540 35ml,1,99000,4670,8728,2000,9710,32000,99000,85602,41892,0.42315151515151517,shipped
2026-06-05,TikTok Shop,ORD-2694,MSK-30,Musk White 30ml,2,85000,10673,9438,3000,21266,28000,170000,149889,69623,0.40954705882352943,completed
2026-06-05,Shopee,ORD-2695,OCN-30,Ocean Blue 30ml,1,79000,5008,6053,2000,7112,25500,79000,67939,33327,0.4218607594936709,completed
2026-06-05,Tokopedia,ORD-2696,SAV-50,Sauvage Night 50ml,3,129000,38096,24226,6000,31840,42000,387000,324678,160838,0.41560206718346254,completed
2026-06-06,Tokopedia,ORD-2697,MSK-30,Musk White 30ml,1,85000,3767,7600,1500,3725,28000,85000,73633,40408,0.47538823529411767,completed
2026-06-06,Shopee,ORD-2698,SAV-50,Sauvage Night 50ml,2,129000,25327,19416,3000,22760,42000,258000,213257,103497,0.4011511627906977,completed
2026-06-06,Shopee,ORD-2699,OCN-30,Ocean Blue 30ml,1,79000,5011,4803,2000,5762,25500,79000,69186,35924,0.4547341772151899,completed
2026-06-06,Tokopedia,ORD-2700,MSK-30,Musk White 30ml,1,85000,6417,4743,2000,10116,28000,85000,73840,33724,0.3967529411764706,completed
2026-06-06,Tokopedia,ORD-2701,OCN-50,Ocean Blue 50ml,2,119000,24148,16223,4000,16200,38000,238000,197629,101429,0.42617226890756305,completed
2026-06-06,Shopee,ORD-2702,RGE-35,Rouge 540 35ml,1,99000,5091,6979,1500,7514,32000,99000,86930,45916,0.4637979797979798,shipped
2026-06-06,TikTok Shop,ORD-2703,MSK-30,Musk White 30ml,1,85000,2993,6086,2000,6418,28000,85000,75921,39503,0.4647411764705882,completed
2026-06-06,Tokopedia,ORD-2704,RGE-35,Rouge 540 35ml,1,99000,4196,8449,2000,3914,32000,99000,86355,48441,0.4893030303030303,completed
2026-06-06,Tokopedia,ORD-2705,VNL-30,Vanilla Sweet 30ml,1,75000,3982,4937,1200,8518,24500,75000,66081,31863,0.42484,completed
2026-06-06,Tokopedia,ORD-2706,OCN-50,Ocean Blue 50ml,1,119000,11389,8976,1500,8073,38000,119000,98635,51062,0.42909243697478994,completed
2026-06-06,Shopee,ORD-2707,MSK-30,Musk White 30ml,1,85000,7909,6684,1500,4180,28000,85000,70407,36727,0.4320823529411765,completed
2026-06-06,Shopee,ORD-2708,SAV-50,Sauvage Night 50ml,1,129000,7681,7333,2000,3946,42000,129000,113986,66040,0.511937984496124,completed
2026-06-06,TikTok Shop,ORD-2709,OCN-30,Ocean Blue 30ml,2,79000,13245,10971,3000,5569,25500,158000,133784,74215,0.4697151898734177,completed
2026-06-06,TikTok Shop,ORD-2710,OCN-30,Ocean Blue 30ml,2,79000,6301,10138,4000,4942,25500,158000,141561,81619,0.5165759493670886,completed
2026-06-06,Tokopedia,ORD-2711,MSK-30,Musk White 30ml,1,85000,9234,8060,1500,6654,28000,85000,67706,31552,0.3712,completed
2026-06-06,Tokopedia,ORD-2712,MSK-30,Musk White 30ml,1,85000,9891,7989,1200,8950,28000,85000,67120,28970,0.3408235294117647,completed
2026-06-06,Shopee,ORD-2713,OCN-30,Ocean Blue 30ml,1,79000,6480,7347,1500,5554,25500,79000,65173,32619,0.4128987341772152,completed
2026-06-06,TikTok Shop,ORD-2714,OCN-50,Ocean Blue 50ml,2,119000,12610,22431,4000,8894,38000,238000,202959,114065,0.4792647058823529,completed
2026-06-06,Shopee,ORD-2715,SAV-50,Sauvage Night 50ml,1,129000,6440,8820,1500,4095,42000,129000,113740,66145,0.5127519379844961,completed
2026-06-06,Shopee,ORD-2716,RGE-35,Rouge 540 35ml,1,99000,3790,8209,1200,10823,32000,99000,87001,42978,0.43412121212121213,completed
2026-06-06,Tokopedia,ORD-2717,VNL-30,Vanilla Sweet 30ml,3,75000,26497,14290,3600,28138,24500,225000,184213,78975,0.351,shipped
2026-06-06,Shopee,ORD-2718,MSK-30,Musk White 30ml,1,85000,5186,7758,1200,8228,28000,85000,72056,34628,0.40738823529411766,completed
2026-06-06,TikTok Shop,ORD-2719,SAV-50,Sauvage Night 50ml,1,129000,5069,7802,1500,6704,42000,129000,116129,65925,0.5110465116279069,completed
2026-06-06,Tokopedia,ORD-2720,RGE-35,Rouge 540 35ml,1,99000,6329,9165,1200,4654,32000,99000,83506,45652,0.4611313131313131,completed
2026-06-06,Tokopedia,ORD-2721,SAV-50,Sauvage Night 50ml,2,129000,15288,21827,2400,22178,42000,258000,220885,112307,0.4352984496124031,completed
2026-06-06,TikTok Shop,ORD-2722,RGE-35,Rouge 540 35ml,1,99000,9603,9200,2000,9511,32000,99000,80197,36686,0.37056565656565654,completed
2026-06-06,TikTok Shop,ORD-2723,VNL-30,Vanilla Sweet 30ml,1,75000,8922,5580,1200,3784,24500,75000,60498,31014,0.41352,completed
2026-06-06,Shopee,ORD-2724,OCN-30,Ocean Blue 30ml,2,79000,17302,9639,2400,12351,25500,158000,131059,65308,0.4133417721518987,completed
2026-06-06,Shopee,ORD-2725,OCN-30,Ocean Blue 30ml,1,79000,8239,7288,2000,6842,25500,79000,63473,29131,0.368746835443038,completed
2026-06-06,Tokopedia,ORD-2726,RGE-35,Rouge 540 35ml,1,99000,4840,6937,1200,7974,32000,99000,87223,46049,0.46514141414141413,completed
2026-06-06,Shopee,ORD-2727,OCN-30,Ocean Blue 30ml,1,79000,5345,6697,1500,9054,25500,79000,66958,30904,0.39118987341772155,completed
2026-06-06,TikTok Shop,ORD-2728,OCN-30,Ocean Blue 30ml,1,79000,7536,5882,1200,2627,25500,79000,65582,36255,0.4589240506329114,completed
2026-06-06,Shopee,ORD-2729,OCN-30,Ocean Blue 30ml,1,79000,3602,7129,1500,7998,25500,79000,68269,33271,0.4211518987341772,completed
2026-06-06,Tokopedia,ORD-2730,OCN-30,Ocean Blue 30ml,1,79000,8401,6173,1500,4018,25500,79000,64426,33408,0.4228860759493671,completed
2026-06-06,Shopee,ORD-2731,RGE-35,Rouge 540 35ml,1,99000,10229,6312,2000,12224,32000,99000,82459,36235,0.366010101010101,shipped
2026-06-06,Shopee,ORD-2732,RGE-35,Rouge 540 35ml,1,99000,10469,5958,1200,9996,32000,99000,82573,39377,0.39774747474747474,completed
2026-06-06,TikTok Shop,ORD-2733,OCN-30,Ocean Blue 30ml,2,79000,14272,12008,2400,16148,25500,158000,131720,62172,0.39349367088607595,completed
2026-06-06,Tokopedia,ORD-2734,SAV-50,Sauvage Night 50ml,1,129000,7350,8779,1500,4010,42000,129000,112871,65361,0.5066744186046511,completed
2026-06-06,Shopee,ORD-2735,OCN-30,Ocean Blue 30ml,1,79000,4951,5049,2000,8586,25500,79000,69000,32914,0.41663291139240505,completed
2026-06-06,Tokopedia,ORD-2736,OCN-30,Ocean Blue 30ml,1,79000,7942,7366,2000,5698,25500,79000,63692,30494,0.386,completed
2026-06-06,Tokopedia,ORD-2737,SAV-50,Sauvage Night 50ml,1,129000,7755,7747,2000,11828,42000,129000,113498,57670,0.44705426356589145,completed
2026-06-06,TikTok Shop,ORD-2738,OCN-50,Ocean Blue 50ml,1,119000,11414,10487,2000,6834,38000,119000,97099,50265,0.42239495798319326,completed
2026-06-06,Shopee,ORD-2739,OCN-50,Ocean Blue 50ml,1,119000,9963,7448,2000,13861,38000,119000,101589,47728,0.40107563025210086,completed
2026-06-06,TikTok Shop,ORD-2740,RGE-35,Rouge 540 35ml,2,99000,22030,12575,4000,21820,32000,198000,163395,73575,0.3715909090909091,completed
2026-06-06,Tokopedia,ORD-2741,MSK-30,Musk White 30ml,1,85000,8338,6505,2000,8961,28000,85000,70157,31196,0.36701176470588237,completed
2026-06-06,Shopee,ORD-2742,OCN-30,Ocean Blue 30ml,1,79000,6061,6969,2000,8036,25500,79000,65970,30434,0.38524050632911394,completed
2026-06-06,TikTok Shop,ORD-2743,OCN-30,Ocean Blue 30ml,1,79000,8948,5621,2000,2593,25500,79000,64431,34338,0.43465822784810126,completed
2026-06-06,Shopee,ORD-2744,OCN-30,Ocean Blue 30ml,1,79000,6163,5202,1200,6968,25500,79000,67635,33967,0.4299620253164557,completed
2026-06-06,Shopee,ORD-2745,RGE-35,Rouge 540 35ml,2,99000,18782,11668,3000,12078,32000,198000,167550,88472,0.44682828282828285,returned
2026-06-06,TikTok Shop,ORD-2746,MSK-30,Musk White 30ml,2,85000,7911,13790,2400,6633,28000,170000,148299,83266,0.4898,completed
2026-06-06,Shopee,ORD-2747,SAV-50,Sauvage Night 50ml,1,129000,6990,9018,2000,11582,42000,129000,112992,57410,0.44503875968992246,completed
2026-06-06,Tokopedia,ORD-2748,VNL-30,Vanilla Sweet 30ml,1,75000,4533,5663,2000,8748,24500,75000,64804,29556,0.39408,completed
